Country Code,Region,IncomeGroup,SpecialNotes,TableName,Country Name,year,"Unemployment,total",GDP per Capita,School enrollment,"Population, total",log_GDP,School2
AFG,Middle East & North Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,Afghanistan,2012,7.856,651.417134470046,54.372859954834,30560034.0,6.480684134151277,2956.4078996679905
AFG,Middle East & North Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,Afghanistan,2013,7.93,637.087099117099,54.8833694458008,31622704.0,6.4584747930192385,3012.184241724261
AFG,Middle East & North Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,Afghanistan,2014,7.915,625.054941813938,54.2936515808105,32792523.0,6.439438133724786,2947.800601978446
AFG,Middle East & North Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,Afghanistan,2015,9.052,565.569730408751,53.1501083374023,33831764.0,6.339600162758528,2824.9340162776016
AFG,Middle East & North Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,Afghanistan,2016,10.133,522.082215583898,53.4350395202637,34700612.0,6.259738651679514,2855.3034485321436
AFG,Middle East & North Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,Afghanistan,2017,11.184,525.469770891619,55.5364303588867,35688935.0,6.266193914715114,3084.295097007472
AFG,Middle East & North Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Afghanistan,Afghanistan,2018,11.196,491.337221382603,57.3578491210938,36743039.0,6.199163891020855,3289.922855798161
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,1991,16.855,881.919488130062,10.1731996536255,12023529.0,6.783234016526164,103.49399119252601
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,1992,16.978,668.706017459877,11.4410495758057,12423712.0,6.506838836182307,130.8976153960438
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,1998,16.371,429.188126933192,11.8974800109863,15159370.0,6.064222617506217,141.55003061181856
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,1999,16.593,392.725539027496,11.7708902359009,15667235.0,5.975654065105351,138.55385694562716
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2000,16.682,563.733795571487,13.3690700531006,16194869.0,6.336354461835948,178.73203408471127
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2001,16.7,533.586202412447,15.0013399124146,16747208.0,6.281492994191896,225.0401991678033
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2002,16.488,882.147847234303,16.1495990753174,17327699.0,6.783492623999323,260.80955029349263
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2008,16.228,4103.0669003635,22.7990207672119,21578655.0,8.319733687975905,519.7953479437595
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2009,16.431,3136.64546955947,24.3320198059082,22414773.0,8.051227947165057,592.0471878351088
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2010,16.618,3597.34293216332,28.2108038778932,23294825.0,8.188228721853893,795.8494554369539
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2011,16.77,4615.91059831778,29.6869517832747,24218352.0,8.437481058732287,881.3151061824769
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2016,16.575,1807.95294072643,54.4167987304753,29183070.0,7.500503471085909,2961.187984073058
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2021,15.799,1925.87466082167,53.1351542727131,34532429.0,7.563654622615317,2823.3446195850215
AGO,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1994-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Angola,Angola,2023,14.537,2309.53413042773,51.4839046246776,36749906.0,7.745234002080781,2650.5924354028994
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2002,17.891,1479.83884572006,74.5389175415039,3051010.0,7.300363993843398,5556.050228259119
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2003,16.985,1908.69900687608,77.751823425293,3039616.0,7.554700920599384,6045.346045957941
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2004,16.306,2446.90949947798,78.9801864624023,3026939.0,7.802989673781348,6237.869853635836
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2005,15.966,2741.72136549578,82.9714279174805,3011487.0,7.91670590557229,6884.257850665662
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2006,15.626,3057.77257038113,84.3257675170898,2992547.0,8.025768993685482,7110.835067346277
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2007,15.966,3743.05529896187,86.2188568115234,2970017.0,8.227924607510275,7433.691269885974
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2008,13.06,4498.50486763601,87.8338394165039,2947314.0,8.411722640290511,7714.783346644195
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2009,13.674,4213.65007574693,89.3157196044922,2927519.0,8.346321848187078,7977.297768468273
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2010,14.086,4149.14469936847,93.6818237304688,2913021.0,8.330898479934596,8776.284097466629
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2011,13.481,4465.70914328865,95.4705276489258,2905195.0,8.404407206917165,9114.621649564304
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2012,13.376,4222.3470988913,97.6086120605469,2900401.0,8.348383244047755,9527.441148386342
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2013,15.866,4420.23461988353,102.903209514161,2895092.0,8.39417426183307,10589.070528315317
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2014,18.055,4602.23051443229,103.321377531566,2889104.0,8.434513621736098,10675.307055020392
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2015,17.193,3981.72662261867,102.440729325166,2880703.0,8.289721944777543,10494.103024671926
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2016,15.418,4168.37544462548,99.170755047578,2876101.0,8.335521530104574,9834.838656706717
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2017,13.616,4614.0479692596,97.5743697537481,2873457.0,8.437077541088698,9520.757632841152
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2018,12.304,5365.48880180298,98.822387862215,2866376.0,8.587929119234035,9765.864342790057
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2019,11.466,5460.4305086932,99.01515356567,2854191.0,8.605466032352645,9804.000635633214
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2020,11.69,5370.77749956875,95.9294474518951,2837849.0,8.588914138238959,9202.458888425903
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2021,11.474,6413.28280828537,97.665033031442,2811666.0,8.76628247162365,9538.458677032655
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2022,10.137,6846.42669381643,97.3224714726407,2777689.0,8.831628195540159,9471.663453542962
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2023,10.108,8575.17134637222,96.1368771236947,2745972.0,9.056742862865214,9242.299143096374
ALB,Europe & Central Asia,Upper middle income,,Albania,Albania,2024,10.25,10011.6279856667,108.355392456055,2714617.0,9.211602373883352,11740.8910743057
ARE,Middle East & North Africa,High income,,United Arab Emirates,United Arab Emirates,2018,2.236,45689.8570049401,102.184448242188,9346701.0,10.7296534913291,10441.661462560398
ARE,Middle East & North Africa,High income,,United Arab Emirates,United Arab Emirates,2019,2.331,44251.4541398817,101.747344264722,9445785.0,10.69766610968647,10352.522064923858
ARE,Middle East & North Africa,High income,,United Arab Emirates,United Arab Emirates,2020,4.294,37173.8754093066,99.1635400791877,9401038.0,10.523388419858223,9833.407681036664
ARE,Middle East & North Africa,High income,,United Arab Emirates,United Arab Emirates,2021,3.105,43360.0211001327,103.210663324826,9575152.0,10.67731618519355,10652.441023950583
ARE,Middle East & North Africa,High income,,United Arab Emirates,United Arab Emirates,2022,2.872,49899.0652975197,102.380981445312,10074977.0,10.817777590306283,10481.86536170532
ARE,Middle East & North Africa,High income,,United Arab Emirates,United Arab Emirates,2023,2.151,49040.6947521035,101.944972436447,10483751.0,10.800426128579508,10392.77740506794
ARE,Middle East & North Africa,High income,,United Arab Emirates,United Arab Emirates,2024,2.133,49377.5643384379,102.129724902444,10876981.0,10.807271688730832,10430.480708648889
